ID,Manul Aspect,Aspect,Polarity,Summary,Review,Flag,Manul Aspect
3409,Customer Service,customer service,negative,no status update on charger replacement,"This station has been slowly degrading in quality and reliability. It is constantly busy (when it does work), and if you are lucky to get a charge started, expect it to max at at maybe 50kwh. I have not successfully charged here in about two months, and there is no status update from Electrify America as to when these 2year old chargers will be replaced.",0,
3410,Accessibility+Availability ,infrastructure,negative,Reduced charging stations and slow speed,"This stop was pretty horrible. One station was down, the other stations was reduced, which apparently meant 2 kWh charge rate, and the 350 station was also severely reduced.  The Audi on the final station available was only charging at 35kWh.",0,
3411,Speed+Efficiency ,efficiency,negative,Only 2 kWh charge rate,"This stop was pretty horrible. One station was down, the other stations was reduced, which apparently meant 2 kWh charge rate, and the 350 station was also severely reduced.  The Audi on the final station available was only charging at 35kWh.",0,
3412,Compatibility+Connectivity ,charging compatibility/connectivity,negative,Audi only charging at 35kWh,"This stop was pretty horrible. One station was down, the other stations was reduced, which apparently meant 2 kWh charge rate, and the 350 station was also severely reduced.  The Audi on the final station available was only charging at 35kWh.",0,
3413,Accessibility+Availability ,availability,negative,"No chargers available, not working",None available at site on 12/6/22.  Not working.  Two were working at 711 south off  I95.  Advice don't go below 50 range looking to recharge.,0,
3414,Accessibility+Availability ,availability,positive,Two chargers working at 711,None available at site on 12/6/22.  Not working.  Two were working at 711 south off  I95.  Advice don't go below 50 range looking to recharge.,0,
3415,Amenities+Location,charging location,negative,Don't go below 50 range,None available at site on 12/6/22.  Not working.  Two were working at 711 south off  I95.  Advice don't go below 50 range looking to recharge.,0,
3416,Reliability+Maintenance,reliability,negative,Chargers not working at site,None available at site on 12/6/22.  Not working.  Two were working at 711 south off  I95.  Advice don't go below 50 range looking to recharge.,0,
3417,Amenities+Location,charging location,positive,Convenient location near interstate and McDonald's,Not far from the interstate at the Wawa gas station. I was there around 6 pm on a weekday and there was no one. McDonald’s next door. I was there only for 20 mins and was able to make it home. Spacious.,0,
3418,Queue+Waiting Time,availability,positive,"No wait time, no other users",Not far from the interstate at the Wawa gas station. I was there around 6 pm on a weekday and there was no one. McDonald’s next door. I was there only for 20 mins and was able to make it home. Spacious.,0,
3419,Compatibility+Connectivity ,capacity,positive,Spacious charging station,Not far from the interstate at the Wawa gas station. I was there around 6 pm on a weekday and there was no one. McDonald’s next door. I was there only for 20 mins and was able to make it home. Spacious.,0,
3420,Speed+Efficiency ,efficiency,positive,Quick charging in 20 minutes,Not far from the interstate at the Wawa gas station. I was there around 6 pm on a weekday and there was no one. McDonald’s next door. I was there only for 20 mins and was able to make it home. Spacious.,0,
3421,Accessibility+Availability ,infrastructure,positive,Convenient location with amenities,"5/5

250kw
7- stations available

There is gas station and non Tesla charges.
Convenience store
Coffee
Food
And McDonald’s is right opposite to the charge location.",0,
3422,Compatibility+Connectivity ,charging compatibility/connectivity,positive,Non-Tesla charging available,"5/5

250kw
7- stations available

There is gas station and non Tesla charges.
Convenience store
Coffee
Food
And McDonald’s is right opposite to the charge location.",0,
3423,Amenities+Location,amenities,positive,"Convenience store, coffee, food available","5/5

250kw
7- stations available

There is gas station and non Tesla charges.
Convenience store
Coffee
Food
And McDonald’s is right opposite to the charge location.",0,
3424,Queue+Waiting Time,queue/waiting time,negative,long wait due to high demand,"While staying Vero Beach for the week, we had a long drive up to the highway to charge. Came to find all stalls full with one car waiting (and one stall out of commission), so I came back later that night. Clearly a lot of demand in this area!",0,
3425,Accessibility+Availability ,availability,negative,"all stalls full, one out of commission","While staying Vero Beach for the week, we had a long drive up to the highway to charge. Came to find all stalls full with one car waiting (and one stall out of commission), so I came back later that night. Clearly a lot of demand in this area!",0,
3426,Accessibility+Availability ,infrastructure,positive,located near highway,"While staying Vero Beach for the week, we had a long drive up to the highway to charge. Came to find all stalls full with one car waiting (and one stall out of commission), so I came back later that night. Clearly a lot of demand in this area!",0,
3427,Accessibility+Availability ,demand,positive,clearly a lot of demand,"While staying Vero Beach for the week, we had a long drive up to the highway to charge. Came to find all stalls full with one car waiting (and one stall out of commission), so I came back later that night. Clearly a lot of demand in this area!",0,
3428,Amenities+Location,charging location,negative,had to drive up to highway,"While staying Vero Beach for the week, we had a long drive up to the highway to charge. Came to find all stalls full with one car waiting (and one stall out of commission), so I came back later that night. Clearly a lot of demand in this area!",0,
3429,Customer Service,customer service,neutral,none mentioned,"While staying Vero Beach for the week, we had a long drive up to the highway to charge. Came to find all stalls full with one car waiting (and one stall out of commission), so I came back later that night. Clearly a lot of demand in this area!",0,
3430,Queue+Waiting Time,queue/waiting time,negative,long wait times due to busy location,"As the main photo shows, this location is often block with vehicles towing trailers and delivery trucks. Very busy at times. Near Wawa and McDonald's. Be prepared to wait if you arrive between sunrise and 8 am as this is usually when supply trucks arrive for Wawa.",0,
